"","year","ISO_code","countries","region","pf_rol_procedural","pf_rol_civil","pf_rol_criminal","pf_rol","pf_ss_homicide","pf_ss_disappearances_disap","pf_ss_disappearances_violent","pf_ss_disappearances_organized","pf_ss_disappearances_fatalities","pf_ss_disappearances_injuries","pf_ss_disappearances","pf_ss_women_fgm","pf_ss_women_missing","pf_ss_women_inheritance_widows","pf_ss_women_inheritance_daughters","pf_ss_women_inheritance","pf_ss_women","pf_ss","pf_movement_domestic","pf_movement_foreign","pf_movement_women","pf_movement","pf_religion_estop_establish","pf_religion_estop_operate","pf_religion_estop","pf_religion_harassment","pf_religion_restrictions","pf_religion","pf_association_association","pf_association_assembly","pf_association_political_establish","pf_association_political_operate","pf_association_political","pf_association_prof_establish","pf_association_prof_operate","pf_association_prof","pf_association_sport_establish","pf_association_sport_operate","pf_association_sport","pf_association","pf_expression_killed","pf_expression_jailed","pf_expression_influence","pf_expression_control","pf_expression_cable","pf_expression_newspapers","pf_expression_internet","pf_expression","pf_identity_legal","pf_identity_parental_marriage","pf_identity_parental_divorce","pf_identity_parental","pf_identity_sex_male","pf_identity_sex_female","pf_identity_sex","pf_identity_divorce","pf_identity","pf_score","pf_rank","ef_government_consumption","ef_government_transfers","ef_government_enterprises","ef_government_tax_income","ef_government_tax_payroll","ef_government_tax","ef_government","ef_legal_judicial","ef_legal_courts","ef_legal_protection","ef_legal_military","ef_legal_integrity","ef_legal_enforcement","ef_legal_restrictions","ef_legal_police","ef_legal_crime","ef_legal_gender","ef_legal","ef_money_growth","ef_money_sd","ef_money_inflation","ef_money_currency","ef_money","ef_trade_tariffs_revenue","ef_trade_tariffs_mean","ef_trade_tariffs_sd","ef_trade_tariffs","ef_trade_regulatory_nontariff","ef_trade_regulatory_compliance","ef_trade_regulatory","ef_trade_black","ef_trade_movement_foreign","ef_trade_movement_capital","ef_trade_movement_visit","ef_trade_movement","ef_trade","ef_regulation_credit_ownership","ef_regulation_credit_private","ef_regulation_credit_interest","ef_regulation_credit","ef_regulation_labor_minwage","ef_regulation_labor_firing","ef_regulation_labor_bargain","ef_regulation_labor_hours","ef_regulation_labor_dismissal","ef_regulation_labor_conscription","ef_regulation_labor","ef_regulation_business_adm","ef_regulation_business_bureaucracy","ef_regulation_business_start","ef_regulation_business_bribes","ef_regulation_business_licensing","ef_regulation_business_compliance","ef_regulation_business","ef_regulation","ef_score","ef_rank","hf_score","hf_rank","hf_quartile"
"165",2012,"BIH","Bosnia and Herzegovina","Eastern Europe",6.9,4.9,5.4,5.73015873,9.309248396,10,10,7.5,10,10,9.5,10,10,5,5,5,8.333333333,9.047527243,10,0,10,6.666666667,7.5,7.5,7.5,8.011111111,7.405555556,7.638888889,10,10,10,2.5,6.25,7.5,7.5,7.5,10,10,10,8.75,10,10,7,4.25,10,10,10,8.75,NA,10,10,10,10,10,10,NA,10,7.874977049,50,5.583138789,5.025787524,4,10,3,6.5,5.277231578,4.789286667,4.334689167,4.46532,4.9,NA,3.914579315,7.785349505,7.296133333,8.70109,0.962962963,5.666392924,9.794725702,8.74376634,9.59,5,8.282123011,10,8.68,5.5912,8.0904,4.964918333,8.011339582,6.488128958,10,5.617866667,3.076923077,5.310030783,4.668273509,7.311700617,10,8.441233543,10,9.480411181,3.333333333,5.551483333,5.673681667,10,7.505751282,10,7.010708269,4.292088333,4.222222222,8.563467478,5.520269476,6.008659638,5.437804128,5.674085213,7.388401554,6.79,85,7.332488524,57,2
"166",2012,"BGR","Bulgaria","Eastern Europe",5.9,5.3,4.1,5.098412698,9.228494595,10,10,10,9.634997598,9.178744596,9.762748439,10,10,10,10,10,10,9.663747678,10,10,10,10,7.5,7.5,7.5,7.94,6.522222222,7.320740741,10,10,10,7.5,8.75,10,7.5,8.75,10,10,10,9.5,10,10,6.333333333,6.25,10,10,10,8.94047619,NA,10,10,10,10,10,10,NA,10,8.266661787,42,6.029411765,5.410650503,8,10,7,8.5,6.985015567,2.668193851,3.041256644,4.229985498,8.333333333,4.166666667,4.767973315,8.782148087,3.971232572,4.85458291,0.961538462,4.883726532,9.925010421,8.5383515,9.41,10,9.46834048,9.633333333,8.9,6.106,8.213111111,4.634805005,7.426191534,6.030498269,10,4.715079396,6.923076923,6.416287196,6.018147838,7.565439305,10,9.652403639,10,9.884134546,6.666666667,4.987425756,7.154070771,8,9.251725385,10,7.676648096,3.432619512,6,9.41319796,4.77379214,8.81995299,4.910965784,6.225088064,7.928623569,7.37,39,7.818330894,42,2
"167",2012,"HRV","Croatia","Eastern Europe",5.5,5.2,5.5,5.388888889,9.525197799,10,10,10,10,10,10,10,10,10,10,10,10,9.8417326,10,10,10,10,7.5,7.5,7.5,9.815555556,5.644444444,7.653333333,10,10,10,10,10,7.5,7.5,7.5,10,10,10,9.5,10,10,7,6,10,10,10,9,NA,10,10,10,10,10,10,NA,10,8.422988706,41,4.5,4.858784632,8,4,0,2,4.839696158,3.280931847,2.501348529,4.653950922,8.333333333,7.5,5.315294425,6.419271971,5.946450362,7.183607407,0.962962963,5.576362153,9.745390197,9.172088654,9.316,10,9.558369713,9.586666667,9,7.54,8.708888889,5.698852334,7.718765558,6.708808946,10,4.308932963,4.615384615,6.637538479,5.187285353,7.651245797,10,8.254658432,10,9.418219477,2.233333333,3.339056943,7.180555928,6,7.505751282,10,6.043116248,2.129437196,5.555555556,9.646176214,4.199110443,4.5784127,7.802972012,5.65194402,7.037759915,6.93,75,7.676494353,44,2
"168",2012,"CYP","Cyprus","Eastern Europe",NA,NA,NA,6.813374,9.224711954,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.574903985,10,10,10,10,5,10,7.5,8.733333333,6.994444444,7.742592593,10,10,10,7.5,8.75,10,10,10,10,7.5,8.75,9.5,10,10,8,7.5,10,10,10,9.357142857,NA,10,10,10,5,5,5,NA,7.5,8.507043041,40,5.332432517,5.859035488,10,7,6,6.5,6.922867001,5.790819717,5.472110294,6.236131491,8.333333333,8.333333333,4.003515462,6.085095606,6.302549363,7.482511085,0.897435897,6.118113357,9.353500349,9.198733205,9.522,10,9.518558389,9.633333333,8.9,6.106,8.213111111,6.555182458,9.265478688,7.910330573,10,6.171505475,0.769230769,6.416287196,4.452341147,7.643945708,10,4.438417901,10,8.1461393,6.666666667,5.079440609,5.58035056,10,10,0,6.221076306,5.211956146,8.444444444,9.614662816,6.267044093,4.89684169,8.352229009,7.131196366,7.166137324,7.47,32,7.988521521,35,1
"169",2012,"CZE","Czech Rep.","Eastern Europe",8.6,6.5,6.8,7.265079365,9.603277869,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.701092623,10,10,NA,10,10,10,10,9.288888889,8.055555556,9.114814815,10,10,7.5,10,8.75,10,5,7.5,10,10,10,9.25,10,10,8.666666667,8,10,10,10,9.523809524,NA,10,10,10,10,10,10,NA,10,9.030405431,17,3.323529412,2.691013986,10,10,4,7,5.753635849,4.648716777,3.130300279,4.811961236,10,8.333333333,3.85475774,8.231573351,4.8207119,6.675576078,0.962962963,5.944171454,9.103525822,9.317079241,9.34,10,9.440151266,9.633333333,8.9,6.106,8.213111111,5.559958788,7.677720563,6.618839676,10,7.243737345,6.923076923,6.416287196,6.861033821,7.923246152,10,9.037585524,10,9.679195175,10,3.788120692,6.964598716,10,7.755176154,10,8.08464926,2.724680848,7.333333333,9.192825308,4.186199654,8.94332724,5.370548169,6.291819092,8.018554509,7.42,36,8.225202715,21,1
"170",2012,"DNK","Denmark","Western Europe",9.3,8.2,8.4,8.623809524,9.664923556,10,10,10,10,10,10,9.5,10,10,10,10,9.833333333,9.832752297,10,10,10,10,10,10,10,9.14,7.872222222,9.004074074,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.333333333,8.75,10,10,10,9.726190476,NA,10,10,10,10,10,10,NA,10,9.48716691,2,1.323529412,4.32181244,7,3,2,2.5,3.786335463,8.595100292,5.717171017,7.395304627,10,10,5.958963649,9.727176308,8.485088218,5.944186146,1,7.980332251,9.625268821,9.290935716,9.518,10,9.608551134,9.633333333,8.9,6.106,8.213111111,6.132116207,9.349321698,7.740718952,10,6.481262957,7.692307692,6.339562961,6.837711204,8.197885317,10,8.483048211,10,9.494349404,10,6.746846934,6.369483849,8,10,3,7.352721797,3.599638844,7.555555556,9.743452071,8.072073774,9.669165226,8.542787559,7.863778838,8.236950013,7.56,24,8.523583455,8,1
"171",2012,"EST","Estonia","Eastern Europe",8.2,7.2,7.2,7.549206349,8.098018467,10,10,10,10,10,10,10,10,10,10,10,10,9.366006156,10,10,10,10,5,10,7.5,9.444444444,7.866666667,8.27037037,10,7.5,10,10,10,10,10,10,10,10,10,9.5,10,10,8.333333333,9,10,10,10,9.619047619,NA,10,10,10,10,10,10,NA,10,8.967744925,19,3.735294118,6.401506138,7,9,4,6.5,5.909200064,7.525679278,5.424993834,6.893875944,8.333333333,6.666666667,5.930983003,9.504907725,7.194343112,7.680138338,1,7.239435693,7.224574601,8.933580337,9.214,10,8.843038734,9.633333333,8.9,6.106,8.213111111,6.692660994,9.349321698,8.020991346,10,7.549053307,6.153846154,6.416287196,6.706395553,8.235124502,10,9.981355612,10,9.993785204,6.666666667,6.061056895,8.415038728,4,9.251725385,3,6.232414612,5.553143857,9.555555556,9.708598778,7.279460808,8.478387329,9.092044556,8.277865147,8.168021655,7.68,17,8.323872463,16,1
"172",2012,"FIN","Finland","Western Europe",9.7,7.5,8.5,8.56031746,9.34971125,10,10,10,10,10,10,10,10,10,10,10,10,9.783237083,10,10,10,10,10,7.5,8.75,9.093333333,8.7,8.847777778,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.666666667,9.25,10,10,10,9.702380952,NA,10,10,10,10,10,10,NA,10,9.440904509,4,2.705882353,3.536138034,8,4,3,3.5,4.435505097,9.323270746,8.278197075,8.964959202,10,10,6.830351106,8.420565726,9.488324447,8.804804728,1,8.90116367,8.804786015,9.5015056,9.438,10,9.436072904,9.633333333,8.9,6.106,8.213111111,7.391013088,8.972904664,8.181958876,10,6.924298447,7.692307692,6.416287196,7.010964445,8.351508608,10,9.500536474,10,9.833512158,3.9,4.491974053,2.917715842,8,10,3,5.384948316,6.586154395,7.555555556,9.517264153,9.08381079,9.76492936,8.957532638,8.577541149,7.932000541,7.81,11,8.625452254,4,1
"173",2012,"FRA","France","Western Europe",7.3,6.9,6.5,6.914285714,9.507227175,10,10,7.5,9.959386609,9.975631966,9.487003715,9.5,10,10,10,10,9.833333333,9.609188074,10,5,10,8.333333333,7.5,10,8.75,8.993333333,7.683333333,8.475555556,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.333333333,7.5,10,10,10,9.404761905,NA,10,10,10,10,10,10,NA,10,8.752233527,26,2.941176471,1.940250738,8,5,3,4,4.220356802,6.7625571,5.316810118,7.78392823,9.166666667,8.333333333,6.430501438,7.068798815,7.088364497,6.526012104,0.962962963,7.031439366,9.325591023,9.696677757,9.608,10,9.657567195,9.633333333,8.9,6.106,8.213111111,6.185365167,8.639285646,7.412325406,10,6.641790072,5.384615385,6.416287196,6.147564218,7.943250184,10,7.70441068,10,9.23480356,3.333333333,2.577415743,6.79155163,4,8.503450769,10,5.867625246,2.89490679,8.666666667,9.782438524,6.963989851,7.475911446,8.520368906,7.384047031,7.495491946,7.27,53,8.011116763,33,1
"174",2012,"DEU","Germany","Western Europe",8.2,8.2,7.1,7.838095238,9.674833767,10,10,10,10,10,10,9.5,10,10,10,10,9.833333333,9.8360557,10,10,10,10,10,10,10,8.166666667,7.080555556,8.415740741,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8.25,10,10,10,9.464285714,NA,10,10,10,10,10,10,NA,10,9.20654038,9,4.382352941,2.147316165,10,5,5,5,5.382417276,8.380547658,6.792595607,8.067428465,10,8.333333333,6.620321622,7.370376448,8.278136535,7.595839099,1,7.937619863,8.520717574,9.828494428,9.598,10,9.486803001,9.633333333,8.9,6.106,8.213111111,5.719813559,8.972904664,7.346359111,10,6.517231409,3.846153846,6.416287196,5.59322415,7.788173593,5,10,10,8.333333333,6.666666667,3.836477964,3.904275148,8,6.258626923,10,6.444341117,4.390896805,9.555555556,9.486389299,7.53696648,9.253037813,7.55636683,7.96320213,7.580292194,7.64,19,8.42327019,13,1
"175",2012,"GRC","Greece","Eastern Europe",6.7,6.1,4.6,5.793650794,9.416430829,10,10,7.5,10,9.945676831,9.489135366,10,10,10,10,10,10,9.635188732,10,10,10,10,7.5,10,8.75,7.888888889,9.261111111,8.633333333,10,10,10,10,10,10,10,10,10,10,10,10,10,10,6,5.25,10,10,10,8.75,NA,10,10,10,10,10,10,NA,10,8.595543215,34,4.882352941,3.52553351,7,5,5,5,5.101971613,4.022685894,2.596453562,4.819806308,8.333333333,7.5,4.125037966,5.776093774,5.074274982,6.102680028,1,5.372262872,9.196365119,9.398926429,9.7,10,9.573822887,9.633333333,8.9,6.106,8.213111111,6.490756674,7.886451578,7.188604126,10,4.470724965,3.846153846,6.416287196,4.911055336,7.578192643,8,0.559016117,10,6.186338706,5.566666667,4.241396502,4.853829551,4,5.510352308,3,4.528707505,2.08289508,6,9.503448011,4.036995551,9.157996698,7.836599992,6.436322555,5.717122922,6.67,92,7.632771607,46,2
"176",2012,"HUN","Hungary","Eastern Europe",6.8,4.9,5.4,5.706349206,9.497450982,10,10,7.5,10,10,9.5,9.5,10,10,10,10,9.833333333,9.610261439,10,10,10,10,10,7.5,8.75,9.26,8.333333333,8.781111111,10,10,10,7.5,8.75,10,7.5,8.75,10,7.5,8.75,9.25,10,10,6,6.75,10,10,10,8.964285714,NA,10,10,10,10,10,10,NA,10,8.528692344,37,3.787050568,4.59456602,8,10,3,6.5,5.720404147,4.76377899,2.910404168,4.501524977,10,6.666666667,6.576328444,8.044606395,5.346467872,6.427648248,0.962962963,6.023834496,9.470904596,9.757962852,8.858,10,9.521716862,9.633333333,8.9,6.106,8.213111111,5.924031836,7.552832559,6.738432198,10,6.480524005,3.846153846,6.416287196,5.580988349,7.633132914,10,8.771167368,10,9.590389123,7.233333333,5.234523941,6.46495577,4,7.755176154,10,6.781331533,2.40238813,7.333333333,9.718761051,5.118626408,9.614559587,6.895016568,6.84711418,7.739611612,7.33,46,7.929346172,38,1
"177",2012,"ISL","Iceland","Western Europe",NA,NA,NA,7.706134,9.87712195,10,10,10,10,10,10,NA,10,10,10,10,10,9.95904065,10,10,10,10,10,10,10,8.622222222,7.961111111,8.861111111,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,8.75,10,10,10,9.678571429,NA,10,10,10,10,10,10,NA,10,9.270261916,6,2.352941176,7.415698968,8,4,3,3.5,5.317160036,7.598140628,6.003217604,6.967046026,10,10,6.775094571,9.144945699,8.51956831,8.552264024,1,8.173364096,9.392993091,8.443441011,8.962,0,6.699608526,9.733333333,8.9,1.398,6.677111111,5.064862767,8.76417365,6.914518208,10,3.226504186,0.769230769,6.416287196,3.470674051,6.765575843,5,7.19777283,10,7.39925761,5.566666667,7.203601199,5.139233607,8,10,10,7.651583579,4.891594083,7.777777778,9.793139316,8.156260604,9.618412121,8.430694295,8.111313033,7.720718074,6.94,74,8.105130958,28,1
"178",2012,"IRL","Ireland","Western Europe",NA,NA,NA,7.79541,9.546826212,10,10,7.5,10,10,9.5,10,10,10,10,10,10,9.682275404,10,10,10,10,10,10,10,6.244444444,4.35,6.864814815,10,10,10,10,10,10,7.5,8.75,10,10,10,9.75,10,10,8.333333333,8.5,10,10,10,9.547619048,NA,10,10,10,10,10,10,NA,10,8.985664737,18,3.441176471,4.980281623,10,5,3,4,5.605364523,8.919245695,6.177077516,7.872386504,10,10,3.931480739,8.446078996,8.526818185,7.470425325,1,7.927056996,9.73177183,9.295197645,9.662,10,9.672242369,9.633333333,8.9,6.106,8.213111111,6.565735017,8.869415667,7.717575342,10,8.801007346,8.461538462,8.739425664,8.667323824,8.649502569,8,5.930873734,10,7.976957911,8.9,5.385432459,6.082188302,10,7.461622266,10,7.971540504,4.915786504,10,9.676683341,8.085228417,7.567309685,9.103253883,8.224710305,8.05773624,7.98,7,8.482832369,9,1
"179",2012,"ITA","Italy","Western Europe",8,5.8,6.3,6.688888889,9.64509226,10,10,10,10,9.996640898,9.99932818,9.5,10,10,10,10,9.833333333,9.825917924,10,10,10,10,10,10,10,6.611111111,4.258333333,6.956481481,10,10,10,10,10,10,10,10,10,10,10,10,10,9.832044885,6,7.25,10,10,10,9.011720698,NA,10,10,10,10,10,10,NA,10,8.725521921,27,4.676470588,3.438319982,10,5,2,3.5,5.403697643,4.524679255,2.347653648,5.438069154,10,6.666666667,3.596415071,8.251282756,6.68340617,5.832257047,1,5.926714419,9.627775939,9.628881022,9.392,10,9.66216424,9.633333333,8.9,6.106,8.213111111,5.561905257,7.447590542,6.504747899,10,3.883668787,6.923076923,6.416287196,5.741010969,7.614717495,10,8.290352434,10,9.430117478,7.233333333,2.59069294,3.434347997,8,10,10,6.876395712,1.92990039,6.888888889,9.626608111,4.382604272,6.773329774,6.98469118,6.097670436,7.468061209,7.22,58,7.972760961,36,1
"180",2012,"LVA","Latvia","Eastern Europe",NA,NA,NA,6.352115,8.644969401,10,10,10,10,10,10,10,10,10,10,10,10,9.548323134,10,10,10,10,10,10,10,8.86,5.738888889,8.19962963,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,7,10,10,10,9.285714286,NA,10,10,10,10,10,10,NA,10,8.723643925,28,5.241176471,6.763279563,8,9,3,6,6.501114008,4.852267205,3.445746944,5.574202137,8.333333333,8.333333333,5.526466726,9.002391251,5.62810359,7.402214872,1,6.455339932,9.049221814,7.248449759,9.55,10,8.961917893,9.633333333,8.9,6.106,8.213111111,6.213199846,8.639285646,7.426242746,10,6.496665718,6.923076923,6.416287196,6.612009946,8.062840951,8,10,10,9.333333333,2.233333333,5.382516821,7.971353325,8,7.755176154,10,6.890396605,4.00442488,9.333333333,9.579834866,5.425562384,8.412406864,7.040737812,7.299383357,7.841037765,7.56,24,8.141821962,24,1
"181",2012,"LTU","Lithuania","Eastern Europe",NA,NA,NA,6.426511,7.339695237,10,10,10,10,10,10,10,10,10,10,10,10,9.113231746,10,10,10,10,10,10,10,9.406666667,6.25,8.552222222,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,8,10,10,10,9.428571429,NA,10,10,10,10,10,10,NA,10,8.683015052,30,5.37013492,6.061792893,10,10,4,7,7.107981953,4.515718679,3.830831647,5.405717172,8.333333333,6.666666667,6.769742208,9.689782916,5.396423354,6.875425973,1,6.387071328,8.725065177,8.154307501,8.634,10,8.87834317,9.633333333,8.9,6.106,8.213111111,5.744315583,8.76417365,7.254244616,10,5.246754903,3.076923077,6.416287196,4.913321725,7.595169363,10,3.832725063,10,7.944241688,8.333333333,3.460831112,8.197020527,8,6.258626923,10,7.374968649,3.411867299,9.777777778,9.782438524,5.626162997,9.174465832,8.038367868,7.63518005,7.651463462,7.52,29,8.101507526,29,1
"182",2012,"LUX","Luxembourg","Western Europe",NA,NA,NA,7.854927,9.926567913,10,10,NA,10,10,10,10,10,10,10,10,10,9.975522638,10,10,10,10,NA,NA,NA,9.184444444,7.033333333,8.108888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,9.333333333,9,NA,NA,NA,9.583333333,NA,10,10,10,10,10,10,NA,10,9.169140187,10,1.382352941,3.229430297,8,4,3,3.5,4.02794581,7.771133456,6.968186939,8.375346407,10,10,7.456058655,6.17918671,8.365039583,8.750070216,1,8.207224663,8.474399953,9.099473032,9.468,10,9.260468246,9.633333333,8.9,6.106,8.213111111,7.077576495,9.056747674,8.067162084,10,8.416087211,3.846153846,6.416287196,6.226176084,8.12661232,8,9.672632502,10,9.224210834,2.233333333,3.847568407,6.210908534,4,8.503450769,10,5.799210174,5.362947868,7.111111111,9.319542909,8.30519124,8.324139938,9.383487044,7.967736685,7.663719231,7.46,34,8.314570094,17,1
"183",2012,"MKD","Macedonia","Eastern Europe",6.1,5.4,5,5.493650794,9.440704019,10,10,7.5,9.19641382,10,9.339282764,10,10,10,10,10,10,9.593328928,10,10,10,10,NA,NA,NA,8.944444444,8.472222222,8.708333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,4.333333333,4.5,NA,NA,NA,7.208333333,NA,10,10,10,10,10,10,NA,10,8.261328264,43,5.838235294,4.554430961,8,10,7,8.5,6.723166564,3.623985245,3.658785441,5.769766427,5.1,NA,4.162709987,8.329376555,5.663103585,6.517128563,0.962962963,5.253975365,9.446507948,8.95311975,9.336,5,8.183906925,9.54,8.6,6.528,8.222666667,5.533563162,8.471599626,7.002581394,10,5.771889624,3.076923077,7.633169251,5.493993984,7.679810511,10,8.536587642,10,9.512195881,7.233333333,5.259862241,7.5558831,8,7.755176154,10,7.634042471,4.680689472,9.333333333,9.916008451,5.7396541,8.524958216,8.66609015,7.810122287,8.31878688,7.23,57,7.745664132,43,2
"184",2012,"MLT","Malta","Western Europe",NA,NA,NA,7.215116,8.85928577,10,10,NA,10,10,10,10,10,10,10,10,10,9.619761923,10,10,10,10,10,10,10,7.262222222,3.333333333,6.865185185,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.666666667,7.75,10,10,10,9.488095238,NA,10,10,10,10,10,10,NA,10,8.844047523,24,4.085380092,5.935838594,6,7,7,7,5.755304672,6.303675733,4.893563792,7.552952917,10,8.333333333,4.477411336,8.040084127,7.1383308,7.947816183,1,7.187463136,8.560051259,9.804847483,9.516,10,9.470224685,9.633333333,8.9,6.106,8.213111111,6.325722183,8.68033064,7.503026412,10,6.758903025,6.923076923,6.416287196,6.699422381,8.103889976,10,7.651,10,9.217,6.1,4.82377815,7.216343933,6,10,10,7.356687014,3.942772483,4.888888889,8.616981013,5.063879266,6.99400963,8.441903621,6.32473915,7.632808721,7.63,20,8.237023762,20,1
"185",2012,"MDA","Moldova","Eastern Europe",4.4,4.1,3.4,3.946031746,7.75143156,10,10,5,10,10,9,10,10,10,5,7.5,9.166666667,8.639366076,5,10,10,8.333333333,NA,NA,NA,9.031111111,8.238888889,8.635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,4.666666667,5.5,NA,NA,NA,7.541666667,NA,10,10,10,10,10,10,NA,10,7.460099455,63,6.588235294,6.349497481,6,10,4,7,6.484433194,1.53828586,2.603312883,3.61955457,6.666666667,7.5,6.187088159,9.590764461,3.401506581,6.675156724,0.925925926,5.112513307,8.277476306,8.612610812,9.072,5,7.740521779,9.233333333,9.08,7.7,8.671111111,5.602035564,5.296083377,5.449059471,10,4.756385574,0,4.646276935,3.134220836,6.813597855,10,8.708575465,10,9.569525155,5.566666667,4.389208305,7.408116376,6,6.788175112,3,5.525361077,3.069798615,6,9.692604325,3.389945958,6.054976005,7.971111909,6.029739469,7.0415419,6.64,96,7.050049728,68,2
"186",2012,"MNE","Montenegro","Eastern Europe",NA,NA,NA,5.206406,8.91440741,10,10,7.5,10,10,9.5,NA,10,10,10,10,10,9.471469137,10,10,10,10,NA,NA,NA,8.417777778,5.738888889,7.078333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,7,5.75,NA,NA,NA,8.1875,NA,10,10,10,10,10,10,NA,10,8.077697951,47,6.205882353,NA,7,10,5,7.5,6.901960784,4.403399416,4.513160193,5.374457069,7.8,NA,4.795719043,7.65804854,6.085720273,6.925241623,0.962962963,5.834385524,9.432313341,8.500574318,9.1692,5,8.025521915,7.8,9.14,7.6092,8.183066667,5.417786329,8.1165816,6.767183964,10,6.013864483,6.923076923,4.978153859,5.971698422,7.730487263,10,8.832945483,10,9.610981828,5.566666667,5.083462273,6.533190779,8,7.755176154,10,7.156415979,4.316695316,6.888888889,9.664077982,5.092757459,6.244297634,6.41301553,6.436622135,7.734673314,7.25,55,7.663848975,45,2
"187",2012,"NLD","Netherlands","Western Europe",8.7,8.3,7.5,8.187301587,9.654537663,10,10,7.5,10,10,9.5,9.5,10,10,10,10,9.833333333,9.662623665,10,10,10,10,10,10,10,6.822222222,4.858333333,7.226851852,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.666666667,8.5,10,10,10,9.738095238,NA,10,10,10,10,10,10,NA,10,9.158976022,11,0.470588235,2.873594511,8,3,3,3,3.586045687,8.629482706,7.422403031,8.277258617,10,10,5.138718524,7.947613359,8.494684205,7.442605862,1,8.150307367,9.017431766,9.572264918,9.51,10,9.524924171,9.633333333,8.9,6.106,8.213111111,6.836781122,9.203034686,8.019907904,10,7.235971443,9.230769231,6.416287196,7.627675957,8.465173743,8,8.870716218,10,8.956905406,6.666666667,3.621140631,4.511127736,6,10,10,6.799822506,4.987195935,9.111111111,9.817310651,8.244795112,8.215009304,8.621252844,8.166112493,7.974280135,7.54,27,8.349488011,15,1
"188",2012,"NOR","Norway","Western Europe",9.2,8.6,8.3,8.711111111,9.78451746,10,10,10,10,10,10,9.5,10,10,10,10,9.833333333,9.872616931,10,10,10,10,10,7.5,8.75,9.666666667,10,9.472222222,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9.25,10,10,10,9.75,NA,10,10,10,10,10,10,NA,10,9.568154233,1,1.617647059,5.133968785,8,7,4,5.5,5.062903961,8.757536129,7.248393816,8.271760172,10,10,7.752899898,9.121524194,8.406589376,7.774686801,1,8.592598932,9.976699585,7.925636419,9.858,10,9.440084001,9.893333333,8.4,0,6.097777778,5.901207981,9.056747674,7.478977828,10,6.578300933,4.615384615,6.526912838,5.906866129,7.370905433,10,10,10,10,3.9,2.848815456,4.511254376,4,10,1,4.376678305,4.284311142,7.555555556,9.74235679,8.509401804,8.649543761,9.069625903,7.968465826,7.448381377,7.58,22,8.574077116,6,1
"189",2012,"POL","Poland","Eastern Europe",7.4,6.2,6.9,6.858730159,9.606445155,10,10,10,10,10,10,10,10,10,10,10,10,9.868815052,10,10,10,10,10,10,10,8.297777778,7.405555556,8.567777778,10,10,10,10,10,10,10,10,10,5,7.5,9.5,10,10,7,7.5,10,10,10,9.214285714,NA,10,10,10,10,10,10,NA,10,8.910092652,22,5.117647059,5.554504,7,7,4,5.5,5.793037765,5.150688914,3.239101205,5.48597369,10,7.5,4.147719699,9.207042193,5.124364205,7.341753409,0.962962963,6.237494024,9.31050787,9.650663424,9.25,10,9.552792824,9.633333333,8.9,6.106,8.213111111,5.318722857,7.86505257,6.591887714,10,5.84621844,1.538461538,6.416287196,4.600322392,7.351330304,8,7.96622447,10,8.655408157,8.9,3.98444313,7.382291102,8,7.755176154,10,7.670318398,2.773005893,7.777777778,8.847981104,5.876260833,8.274266647,6.79413263,6.723904147,7.683210234,7.32,48,8.115046326,26,1
"190",2012,"PRT","Portugal","Western Europe",7.3,6.2,5.9,6.461904762,9.538831738,10,10,10,10,10,10,10,10,10,10,10,10,9.846277246,10,10,10,10,10,10,10,9.333333333,8.194444444,9.175925926,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.333333333,8.5,10,10,10,9.547619048,NA,10,10,10,10,10,10,NA,10,8.949399999,20,5.382352941,3.79519954,8,5,2,3.5,5.16938812,5.296308612,3.47876743,6.410165465,10,8.333333333,5.552314094,7.58150873,7.078930826,8.243734752,1,6.886118138,9.769266791,9.656947468,9.446,10,9.718053565,9.633333333,8.9,6.106,8.213111111,7.070512814,8.095182592,7.582847703,10,5.487083275,5.384615385,6.416287196,5.762661952,7.889655191,8,4.885247038,10,7.628415679,3.9,3.741271318,6.010286415,6,5.066321217,10,5.786313158,2.802223388,8.888888889,9.894747953,6.434512608,8.626434847,6.917435221,7.260707151,6.891811996,7.31,50,8.1297,25,1
